Molar ratio,SBET_m2_g,Vpore_cm3_g,dpore,Pressure_MPa,Temperature_K,Mg_source_acetate_mg_source,Mg_source_nitrate_mg_source,Mg_source_other_mg_salts,Mg_source_oxide_mg_source,Solvent_aqueous_dmf_system,Solvent_non_aqueous_alcohol_dmf_system,Solvent_special_two_phase_system,Treatment_carbon_treatment,Treatment_framework_nitrogen,Treatment_metal_treatment,Treatment_no_treatment,Treatment_organic_acid_treatment,Treatment_other_treatment,Treatment_polymer_treatment,Treatment_post_base_treatment,Morphology_flower_like_structure,Morphology_other_morphology,Morphology_porous_structure,Morphology_rod_columnar_structure,Morphology_spherical_structure,Adsorption_capacity_mmol_g,split
3.0,928.0,0.36,9.11,0.05883,298,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,6.89159,train
3.0,1257.8,0.36,9.11,0.04002,273,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.52167,train
3.0,665.36,0.36,9.11,0.02972,298,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3.94358,train
3.0,962.0,0.36,9.11,0.03011436,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1.09784,train
3.0,793.5,0.36,9.11,0.03986,273,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2.55381,train
3.0,1045.0,0.36,9.11,0.01068,298,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,4.46594,train
3.0,1640.0,0.36,9.11,0.00247233,273,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4.25791115655533,train
3.0,71.0618,0.36,9.11,0.00847,298,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.03653,train
3.0,1640.0,0.36,9.11,0.00063125475,273,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.42706203135651,train
3.0,110.3425,0.36,9.11,0.04497,298,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.13582,train
3.0,192.564,0.36,9.11,0.04682,298,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1.65609,train
3.0,88.388,0.36,9.11,0.09603,298,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2.40766,train
3.0,402.0,0.36,9.11,0.02019103275,298,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.716770535714286,train
3.0,924.19,0.36,9.11,0.1,303,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3.72422,train
3.0,402.0,0.36,9.11,0.035346213,298,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.771708482142857,train
3.0,197.25,0.36,9.11,0.015064,298,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.79428,train
3.0,528.0,0.36,9.11,0.098864829,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,5.60034,train
3.0,667.6,0.36,9.11,0.08698,298,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3.49733,train
3.0,1333.44,0.36,9.11,0.02458,298,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,5.54355,train
3.0,1129.0,0.36,9.11,0.00109256,273,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.64017,train
3.0,528.0,0.36,9.11,0.09380972475,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,5.51807,train
3.0,962.0,0.36,9.11,0.00773049,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.57959,train
3.0,393.8,0.36,9.11,0.04509,273,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3.85142,train
3.0,978.0,0.36,9.11,0.071417913,298,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.85723,train
3.0,515.24,0.36,9.11,0.09864,298,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,5.7293,train
3.0,130.42,0.36,9.11,0.059347,298,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.82971,train
3.0,937.53,0.36,9.11,0.03484,298,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,3.86748,train
3.0,110.3425,0.36,9.11,0.02623,298,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.07645,train
3.0,764.59,0.36,9.11,0.01506,298,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2.69121,train
3.0,38.9155,0.36,9.11,0.00144,298,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.02106,train
3.0011862396204,130.42,0.38,6.94,0.100992,298,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1.10819,train
3.0011862396204,978.0,0.38,6.94,0.07483155225,298,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.90786,train
3.0011862396204,88.388,0.38,6.94,0.10165,298,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2.44694,train
3.0011862396204,130.42,0.38,6.94,0.00054,298,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.15022,train
3.0011862396204,699.0,0.38,6.94,0.04574519775,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,5.70574,train
3.0011862396204,1107.0,0.38,6.94,0.01011584,273,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1.65536,train
3.0011862396204,1064.0,0.38,6.94,0.08524805,273,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3.4896,train
3.0011862396204,88.388,0.38,6.94,0.06332,298,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2.07183,train
3.0011862396204,283.4093,0.38,6.94,0.0263,298,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.2406,train
3.0011862396204,375.0,0.38,6.94,1.021333,273,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,7.87548975409836,train
3.0011862396204,1640.0,0.38,6.94,0.00184512825,273,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,3.32623926380368,train
3.0011862396204,659.0,0.38,6.94,0.1,298,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,4.25162,train
3.0011862396204,1640.0,0.38,6.94,0.04860256275,298,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,6.97230129516019,train
3.0011862396204,60.822,0.38,6.94,0.08759,298,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2.22079,train
3.0011862396204,1045.0,0.38,6.94,0.02268,313,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,5.79736,train
3.0011862396204,659.0,0.38,6.94,0.1,298,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,4.06344,train
3.0011862396204,665.36,0.38,6.94,0.04943,298,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,4.79702,train
3.0011862396204,1129.0,0.38,6.94,0.095107,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.22771,train
3.0011862396204,1045.0,0.38,6.94,0.07811,333,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,9.35583,train
3.0011862396204,720.0,0.38,6.94,0.03089500575,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,5.55149,train
3.0011862396204,261.24,0.38,6.94,0.059565,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.34856,train
3.0011862396204,160.37,0.38,6.94,0.039662,273,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.9736,train
3.0011862396204,130.42,0.38,6.94,0.000733,273,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.20237,train
3.0011862396204,160.37,0.38,6.94,0.059829,298,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1.04521,train
3.0011862396204,665.36,0.38,6.94,0.08897,298,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,5.73891,train
3.0011862396204,928.0,0.38,6.94,0.00762,273,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,5.89613,train
3.0011862396204,962.0,0.38,6.94,0.01532756,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.78479,train
3.0011862396204,924.19,0.38,6.94,0.1,303,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2.26041,train
3.0011862396204,486.9372,0.38,6.94,0.08239,298,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.53488,train
3.0011862396204,278.0242,0.38,6.94,0.06357,298,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.50854,train
3.0011862396204,73.07,0.38,6.94,0.059482,273,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.41657,train
3.0011862396204,1640.0,0.38,6.94,0.001029462,273,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2.05414882981141,train
3.0011862396204,924.19,0.38,6.94,0.1,303,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2.83218,train
3.0011862396204,699.0,0.38,6.94,0.035929845,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,5.36383,train
3.0011862396204,130.42,0.38,6.94,0.049183,298,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.77263,train
3.0011862396204,699.0,0.38,6.94,0.06590684625,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,6.28674,train
3.0011862396204,924.19,0.38,6.94,0.1,323,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2.21424,train
3.0011862396204,130.42,0.38,6.94,0.027615,298,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.62256,train
3.0011862396204,528.0,0.38,6.94,0.0253454355,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3.90876,train
3.0011862396204,40.866,0.38,6.94,0.01634,298,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1.06025,train
3.0011862396204,978.0,0.38,6.94,0.064827735,298,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.74039,train
3.0011862396204,393.8,0.38,6.94,0.02832,273,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3.30665,train
3.0011862396204,192.564,0.38,6.94,0.04132,298,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1.55453,train
3.0011862396204,278.0242,0.38,6.94,0.08877,298,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.64276,train
3.0011862396204,110.3425,0.38,6.94,0.07005,298,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.20069,train
3.0011862396204,962.0,0.38,6.94,0.04511711,273,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.0397,train
3.0011862396204,261.24,0.38,6.94,0.08981,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.44378,train
3.0011862396204,962.0,0.38,6.94,0.00274046,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.331,train
3.0011862396204,66.9985,0.38,6.94,0.06969,298,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.25807,train
3.5699999999999994,1333.44,0.4680000000000001,0.7215579200000005,0.05797,298,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,6.48862,train
3.5699999999999994,1045.0,0.4680000000000001,0.7215579200000005,0.01703,333,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,6.19408,train
3.5699999999999994,515.24,0.4680000000000001,0.7215579200000005,0.00595,298,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.36936,train
3.5699999999999994,160.37,0.4680000000000001,0.7215579200000005,0.079554,273,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1.2701,train
3.5699999999999994,667.6,0.4680000000000001,0.7215579200000005,0.06026,298,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2.88873,train
3.5699999999999994,667.6,0.4680000000000001,0.7215579200000005,0.03986,273,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3.86456,train
3.5699999999999994,197.25,0.4680000000000001,0.7215579200000005,0.059737,298,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1.29467,train
3.5699999999999994,261.24,0.4680000000000001,0.7215579200000005,0.043944,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.29011,train
3.5699999999999994,665.36,0.4680000000000001,0.7215579200000005,0.02004,298,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3.26969,train
3.5699999999999994,375.0,0.4680000000000001,0.7215579200000005,0.01983234225,273,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2.57735450819672,train
3.5699999999999994,71.0618,0.4680000000000001,0.7215579200000005,0.03257,298,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.15279,train
3.5699999999999994,60.822,0.4680000000000001,0.7215579200000005,0.06077,298,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1.9513,train
3.5699999999999994,1640.0,0.4680000000000001,0.7215579200000005,0.00050561175,273,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.313236537150648,train
3.5699999999999994,261.24,0.4680000000000001,0.7215579200000005,0.07201,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.38967,train
3.5699999999999994,1045.0,0.4680000000000001,0.7215579200000005,0.05048,313,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,6.98753,train
3.5699999999999994,1640.0,0.4680000000000001,0.7215579200000005,0.0007153545,273,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.6151881390593,train
3.5699999999999994,1640.0,0.4680000000000001,0.7215579200000005,0.008288385,298,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4.80437264258123,train
3.5699999999999994,659.0,0.4680000000000001,0.7215579200000005,0.1,298,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,3.84442,train
3.5699999999999994,468.52,0.4680000000000001,0.7215579200000005,0.09297,298,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3.56986,train
3.5699999999999994,192.564,0.4680000000000001,0.7215579200000005,0.03828,298,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1.50307,train
3.5699999999999994,261.24,0.4680000000000001,0.7215579200000005,0.012702,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.13016,train
3.5699999999999994,130.42,0.4680000000000001,0.7215579200000005,0.079309,298,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.94041,train
3.5699999999999994,160.37,0.4680000000000001,0.7215579200000005,0.017405,298,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.66045,train
3.5699999999999994,667.6,0.4680000000000001,0.7215579200000005,0.00349,273,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.96904,train
3.5699999999999994,375.0,0.4680000000000001,0.7215579200000005,0.0005005455,273,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.519209016393443,train
3.5699999999999994,937.53,0.4680000000000001,0.7215579200000005,0.04153,298,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,4.0189,train
3.5699999999999994,665.36,0.4680000000000001,0.7215579200000005,0.07927,298,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,5.54507,train
3.5699999999999994,515.24,0.4680000000000001,0.7215579200000005,0.01005,298,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2.07854,train
3.5699999999999994,40.866,0.4680000000000001,0.7215579200000005,0.00568,298,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.67295,train
3.5699999999999994,441.51,0.4680000000000001,0.7215579200000005,0.0654,298,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3.0164,train
3.5699999999999994,699.0,0.4680000000000001,0.7215579200000005,0.0609307755,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,6.15049,train
3.5699999999999994,659.0,0.4680000000000001,0.7215579200000005,0.1,298,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,4.3781,train
3.5699999999999994,441.51,0.4680000000000001,0.7215579200000005,0.09761,298,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3.37145,train
3.5699999999999994,441.51,0.4680000000000001,0.7215579200000005,0.07356,298,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3.1391,train
3.5699999999999994,937.53,0.4680000000000001,0.7215579200000005,0.03157,298,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,3.81527,train
3.5699999999999994,1278.0,0.4509999999999999,0.7215579200000005,0.0580207215,298,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,3.8805,train
3.5699999999999994,375.0,0.4509999999999999,0.7215579200000005,0.04981238325,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2.67439180327869,train
3.5699999999999994,160.37,0.4509999999999999,0.7215579200000005,0.069564,273,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1.20088,train
3.5699999999999994,924.19,0.4509999999999999,0.7215579200000005,0.1,313,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2.67991,train
3.5699999999999994,699.0,0.4509999999999999,0.7215579200000005,0.003327513,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3.35861,train
3.5699999999999994,110.3425,0.4509999999999999,0.7215579200000005,0.08255,298,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.23162,train
3.5699999999999994,978.0,0.4509999999999999,0.7215579200000005,0.08959865775,298,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2.14349,train
3.5699999999999994,130.42,0.4509999999999999,0.7215579200000005,0.012472,298,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.46315,train
3.5699999999999994,1064.0,0.4509999999999999,0.7215579200000005,0.08510657,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.63415,train
3.5699999999999994,667.6,0.4509999999999999,0.7215579200000005,0.0402,298,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2.27534,train
3.5699999999999994,1061.0,0.4509999999999999,0.7215579200000005,0.008341074,298,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.93809,train
3.5699999999999994,928.0,0.4509999999999999,0.7215579200000005,0.00168,298,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.70598,train
3.5699999999999994,1640.0,0.4509999999999999,0.7215579200000005,0.00351901725,298,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2.97089025221541,train
3.5699999999999994,659.0,0.4509999999999999,0.7215579200000005,0.02562,273,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,4.20159,train
3.5699999999999994,928.0,0.4509999999999999,0.7215579200000005,0.08875,273,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,7.78289,train
3.5699999999999994,393.8,0.4509999999999999,0.7215579200000005,0.00222,273,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.37406,train
3.5699999999999994,659.0,0.4509999999999999,0.7215579200000005,0.1,298,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,3.31536,train
3.5699999999999994,928.0,0.4509999999999999,0.7215579200000005,0.00389,298,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2.93578,train
3.5699999999999994,197.25,0.4509999999999999,0.7215579200000005,0.044291,273,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1.3524,train
3.5699999999999994,990.15,0.4509999999999999,0.7215579200000005,0.05821,298,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,3.83615,train
3.5699999999999994,764.59,0.4509999999999999,0.7215579200000005,0.03955,298,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,4.29684,train
3.5699999999999994,990.15,0.4509999999999999,0.7215579200000005,0.05488,298,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,3.78394,train
3.5699999999999994,1045.0,0.4509999999999999,0.7215579200000005,0.04482,313,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,6.77414,train
3.5699999999999994,130.42,0.4509999999999999,0.7215579200000005,0.005797,273,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.43129,train
3.5699999999999994,1640.0,0.4509999999999999,0.7215579200000005,0.003749025,298,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,3.1709606907521,train
3.5699999999999994,130.42,0.4509999999999999,0.7215579200000005,0.011273,273,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.53048,train
3.5699999999999994,441.51,0.4509999999999999,0.7215579200000005,0.04418,298,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2.75272,train
3.5699999999999994,1640.0,0.4509999999999999,0.7215579200000005,0.07538073375,273,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,9.36418950238582,train
3.5699999999999994,1275.8,0.4509999999999999,0.7215579200000005,0.02014,298,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.23829,train
3.5699999999999994,1045.0,0.4509999999999999,0.7215579200000005,0.08932,313,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,8.18671,train
3.5699999999999994,197.25,0.4509999999999999,0.7215579200000005,0.017299,273,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.98178,train
3.5699999999999994,924.19,0.4509999999999999,0.7215579200000005,0.1,303,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1.85762,train
3.5699999999999994,924.19,0.4509999999999999,0.7215579200000005,0.1,303,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3.03653,train
3.5699999999999994,1739.29,0.4509999999999999,0.7215579200000005,0.1,303,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.99272,train
3.5699999999999994,1640.0,0.4509999999999999,0.7215579200000005,0.090779094,298,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,7.94876505339696,train
3.5699999999999994,192.564,0.4509999999999999,0.7215579200000005,0.09306,298,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2.22756,train
3.5699999999999994,659.0,0.4509999999999999,0.7215579200000005,0.1,298,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,3.45881,train
3.5699999999999994,197.25,0.4509999999999999,0.7215579200000005,0.079493,298,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1.44818,train
3.5699999999999994,1640.0,0.4640000000000001,0.7215579200000005,0.08584152675,273,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,9.69863576459895,train
3.5699999999999994,667.6,0.4640000000000001,0.7215579200000005,0.06007,273,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4.57606,train
3.5699999999999994,699.0,0.4640000000000001,0.7215579200000005,0.01233226575,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,4.26867,train
3.5699999999999994,1739.29,0.4640000000000001,0.7215579200000005,0.1,303,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.45269,train
3.5699999999999994,924.19,0.4640000000000001,0.7215579200000005,0.1,313,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2.87345,train
3.5699999999999994,468.52,0.4640000000000001,0.7215579200000005,0.04478,298,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2.99551,train
3.5699999999999994,130.42,0.4640000000000001,0.7215579200000005,0.079485,273,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1.11367,train
3.5699999999999994,515.24,0.4640000000000001,0.7215579200000005,0.06922,298,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,5.18176,train
3.5699999999999994,659.0,0.4640000000000001,0.7215579200000005,0.1,298,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,4.14673,train
3.5699999999999994,197.25,0.4640000000000001,0.7215579200000005,0.084251,273,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1.72793,train
3.5699999999999994,1640.0,0.4640000000000001,0.7215579200000005,0.0574938315,298,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,7.19626084980686,train
3.5699999999999994,1107.0,0.4640000000000001,0.7215579200000005,0.00212262,273,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.96222,train
3.5699999999999994,1129.0,0.4640000000000001,0.7215579200000005,0.08510384,273,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.98333,train
3.5699999999999994,278.0242,0.4640000000000001,0.7215579200000005,0.05114,298,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.44018,train
3.5699999999999994,38.9155,0.4640000000000001,0.7215579200000005,0.0575,298,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.26755,train
3.5699999999999994,197.25,0.4640000000000001,0.7215579200000005,0.022409,273,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1.06735,train
3.5699999999999994,924.19,0.4640000000000001,0.7215579200000005,0.1,303,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3.20452,train
3.5699999999999994,528.0,0.4640000000000001,0.7215579200000005,0.08893193925,298,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,5.43581,train
